id,imdb_id,original_title,release_date,runtime,revenue,action,adventure,animation,comedy,crime,documentary,drama,family,fantasy,history,horror,music,mystery,romance,science fiction,tv movie,thriller,war,western,qtd_genres,day,month,year,day_of_week
527.0,tt0110729,Once Were Warriors,1994-09-02,99.0,1608570.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,1994,Friday
530.0,tt0104361,A Grand Day Out,1990-05-18,23.0,0.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,18,5,1990,Friday
531.0,tt0108598,The Wrong Trousers,1993-12-17,30.0,0.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,17,12,1993,Friday
532.0,tt0112691,A Close Shave,1995-04-10,30.0,0.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,10,4,1995,Monday
533.0,tt0312004,Wallace & Gromit: The Curse of the Were-Rabbit,2005-09-04,85.0,192610372.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,9,2005,Sunday
534.0,tt0438488,Terminator Salvation,2009-05-20,117.0,371353001.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,20,5,2009,Wednesday
535.0,tt0085549,Flashdance,1983-04-14,95.0,92921203.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,14,4,1983,Thursday
536.0,tt0958195,Stuttgart Shanghai,2007-03-01,60.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2007,Thursday
537.0,tt0436445,Je ne suis pas là pour être aimé,2005-10-12,93.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,12,10,2005,Wednesday
538.0,tt0485662,Janine F.,2004-02-11,52.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,2004,Wednesday
539.0,tt0054215,Psycho,1960-06-22,109.0,50000000.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,22,6,1960,Wednesday
540.0,tt0367631,D.E.B.S.,2004-01-21,91.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,21,1,2004,Wednesday
541.0,tt0048347,The Man with the Golden Arm,1955-12-26,119.0,4350000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,26,12,1955,Monday
542.0,tt0313196,El Crimen del Padre Amaro,2002-10-01,118.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,10,2002,Tuesday
543.0,tt0019702,Blackmail,1929-07-28,86.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,28,7,1929,Sunday
544.0,tt0129387,There's Something About Mary,1998-07-15,119.0,369884651.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,15,7,1998,Wednesday
546.0,tt0407265,Transamerica,2005-12-23,103.0,13350369.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,23,12,2005,Friday
547.0,tt0119314,The Horse Whisperer,1998-02-01,170.0,186883563.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,1998,Sunday
548.0,tt0042876,羅生門,1950-08-26,88.0,96568.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,26,8,1950,Saturday
549.0,tt0115632,Basquiat,1996-08-09,108.0,3011195.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,9,8,1996,Friday
550.0,tt0137523,Fight Club,1999-10-15,139.0,100853753.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,10,1999,Friday
551.0,tt0069113,The Poseidon Adventure,1972-12-13,117.0,84563118.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,13,12,1972,Wednesday
552.0,tt0237539,Pane e tulipani,2000-03-03,114.0,8478434.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,3,2000,Friday
553.0,tt0276919,Dogville,2003-05-19,178.0,16680836.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,19,5,2003,Monday
554.0,tt0308476,Кукушка,2002-01-01,100.0,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,4,1,1,2002,Tuesday
555.0,tt0442896,Absolut,2005-04-20,94.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20,4,2005,Wednesday
557.0,tt0145487,Spider-Man,2002-05-01,121.0,821708551.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,5,2002,Wednesday
558.0,tt0316654,Spider-Man 2,2004-06-25,127.0,783766341.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,25,6,2004,Friday
559.0,tt0413300,Spider-Man 3,2007-05-01,139.0,890871626.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,2007,Tuesday
560.0,tt0040766,Secret Beyond the Door,1947-12-24,99.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4,24,12,1947,Wednesday
561.0,tt0360486,Constantine,2005-02-08,121.0,230884728.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,8,2,2005,Tuesday
562.0,tt0095016,Die Hard,1988-07-15,131.0,140767956.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,15,7,1988,Friday
563.0,tt0120201,Starship Troopers,1997-11-07,129.0,121214377.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,7,11,1997,Friday
564.0,tt0120616,The Mummy,1999-04-16,124.0,415885488.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,16,4,1999,Friday
565.0,tt0298130,The Ring,2002-10-18,115.0,249348933.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,18,10,2002,Friday
567.0,tt0047396,Rear Window,1954-08-01,112.0,37034514.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,8,1954,Sunday
568.0,tt0112384,Apollo 13,1995-06-30,140.0,355237933.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,30,6,1995,Friday
570.0,tt0243255,À ma soeur!,2001-03-07,86.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,2001,Wednesday
571.0,tt0056869,The Birds,1963-03-28,119.0,11500000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,28,3,1963,Thursday
572.0,tt0453383,Naboer,2005-03-11,75.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3,11,3,2005,Friday
573.0,tt0068611,Frenzy,1972-05-25,116.0,12600000.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,25,5,1972,Thursday
574.0,tt0049470,The Man Who Knew Too Much,1956-05-16,120.0,10250000.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4,16,5,1956,Wednesday
575.0,tt0250258,Das Experiment,2001-03-07,120.0,13782896.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,7,3,2001,Wednesday
576.0,tt0065214,The Wild Bunch,1969-06-17,145.0,638641.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,17,6,1969,Tuesday
577.0,tt0114681,To Die For,1995-09-22,106.0,21284514.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,22,9,1995,Friday
578.0,tt0073195,Jaws,1975-06-20,124.0,470653000.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,20,6,1975,Friday
579.0,tt0077766,Jaws 2,1978-06-16,116.0,187884007.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,16,6,1978,Friday
580.0,tt0093300,Jaws: The Revenge,1987-07-17,89.0,51881013.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,17,7,1987,Friday
581.0,tt0099348,Dances with Wolves,1990-03-30,181.0,424208848.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,30,3,1990,Friday
582.0,tt0405094,Das Leben der Anderen,2006-03-15,137.0,70000000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,15,3,2006,Wednesday
583.0,tt0079470,Life of Brian,1979-08-17,94.0,20745728.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,8,1979,Friday
584.0,tt0322259,2 Fast 2 Furious,2003-06-05,108.0,236350661.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5,6,2003,Thursday
585.0,tt0198781,"Monsters, Inc.",2001-11-01,92.0,579707738.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,11,2001,Thursday
586.0,tt0120885,Wag the Dog,1997-12-25,97.0,64256513.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,25,12,1997,Thursday
587.0,tt0319061,Big Fish,2003-12-25,125.0,123218424.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,25,12,2003,Thursday
588.0,tt0384537,Silent Hill,2006-04-21,125.0,100605135.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,21,4,2006,Friday
590.0,tt0274558,The Hours,2002-12-27,114.0,41597830.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,27,12,2002,Friday
591.0,tt0382625,The Da Vinci Code,2006-05-17,149.0,767820459.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,17,5,2006,Wednesday
592.0,tt0071360,The Conversation,1974-04-07,113.0,4420000.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,7,4,1974,Sunday
593.0,tt0069293,Солярис,1972-03-20,167.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,20,3,1972,Monday
594.0,tt0362227,The Terminal,2004-06-17,128.0,219417255.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,17,6,2004,Thursday
595.0,tt0056592,To Kill a Mockingbird,1962-12-20,129.0,13129846.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,20,12,1962,Thursday
596.0,tt0032551,The Grapes of Wrath,1940-03-15,129.0,1591000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,3,1940,Friday
597.0,tt0120338,Titanic,1997-11-18,194.0,2187463944.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,18,11,1997,Tuesday
598.0,tt0317248,Cidade de Deus,2002-02-05,130.0,30641770.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,2002,Tuesday
599.0,tt0043014,Sunset Boulevard,1950-08-10,110.0,5000000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,8,1950,Thursday
600.0,tt0093058,Full Metal Jacket,1987-06-26,117.0,46357676.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,26,6,1987,Friday
601.0,tt0083866,E.T. the Extra-Terrestrial,1982-06-11,115.0,792965500.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4,11,6,1982,Friday
602.0,tt0116629,Independence Day,1996-06-25,145.0,817400891.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,25,6,1996,Tuesday
603.0,tt0133093,The Matrix,1999-03-30,136.0,463517383.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,30,3,1999,Tuesday
604.0,tt0234215,The Matrix Reloaded,2003-05-15,138.0,738599701.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,15,5,2003,Thursday
605.0,tt0242653,The Matrix Revolutions,2003-11-05,129.0,424988211.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,5,11,2003,Wednesday
606.0,tt0089755,Out of Africa,1985-12-20,161.0,128499205.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,20,12,1985,Friday
607.0,tt0119654,Men in Black,1997-07-02,98.0,589390539.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,7,1997,Wednesday
608.0,tt0120912,Men in Black II,2002-07-03,88.0,445135288.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,7,2002,Wednesday
609.0,tt0084516,Poltergeist,1982-06-04,114.0,122200000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,6,1982,Friday
612.0,tt0408306,Munich,2005-12-23,164.0,130982129.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4,23,12,2005,Friday
613.0,tt0363163,Der Untergang,2004-09-16,156.0,92180910.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,16,9,2004,Thursday
614.0,tt0050986,Smultronstället,1957-12-26,91.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,26,12,1957,Thursday
615.0,tt0335345,The Passion of the Christ,2004-02-25,127.0,611899420.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25,2,2004,Wednesday
616.0,tt0325710,The Last Samurai,2003-12-05,154.0,456758981.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4,5,12,2003,Friday
617.0,tt0120890,Wild Things,1998-03-20,108.0,67200000.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,20,3,1998,Friday
618.0,tt0004972,The Birth of a Nation,1915-02-08,193.0,11000000.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,8,2,1915,Monday
619.0,tt0103855,The Bodyguard,1992-11-25,129.0,411006740.0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,5,25,11,1992,Wednesday
620.0,tt0087332,Ghostbusters,1984-06-08,107.0,296187079.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,8,6,1984,Friday
621.0,tt0077631,Grease,1978-07-07,110.0,181813770.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,7,7,1978,Friday
622.0,tt0142688,The Ninth Gate,1999-08-25,133.0,58401898.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,25,8,1999,Wednesday
623.0,tt0095159,A Fish Called Wanda,1988-07-15,109.0,62493712.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,7,1988,Friday
624.0,tt0064276,Easy Rider,1969-06-26,95.0,60000000.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,26,6,1969,Thursday
625.0,tt0087553,The Killing Fields,1984-11-23,142.0,34700291.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,23,11,1984,Friday
626.0,tt0020530,Un chien andalou,1929-06-05,21.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,5,6,1929,Wednesday
627.0,tt0117951,Trainspotting,1996-02-23,94.0,16491080.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,23,2,1996,Friday
628.0,tt0110148,Interview with the Vampire,1994-11-11,123.0,223664608.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3,11,11,1994,Friday
629.0,tt0114814,The Usual Suspects,1995-07-19,106.0,23341568.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,19,7,1995,Wednesday
630.0,tt0032138,The Wizard of Oz,1939-08-15,102.0,33754967.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,15,8,1939,Tuesday
631.0,tt0018455,Sunrise: A Song of Two Humans,1927-11-04,94.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,11,1927,Friday
632.0,tt0046359,Stalag 17,1953-05-29,120.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,29,5,1953,Friday
633.0,tt0076734,Soldaat van Oranje,1977-09-22,148.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,22,9,1977,Thursday
634.0,tt0243155,Bridget Jones's Diary,2001-04-13,97.0,281929795.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,13,4,2001,Friday
635.0,tt0092563,Angel Heart,1987-03-06,113.0,17185632.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,6,3,1987,Friday
636.0,tt0066434,THX 1138,1971-03-11,86.0,2437000.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,11,3,1971,Thursday
637.0,tt0118799,La vita è bella,1997-12-20,116.0,230098753.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,20,12,1997,Saturday
638.0,tt0116922,Lost Highway,1997-01-15,134.0,3675201.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,15,1,1997,Wednesday
639.0,tt0098635,When Harry Met Sally...,1989-01-12,96.0,92823546.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,12,1,1989,Thursday
640.0,tt0264464,Catch Me If You Can,2002-12-25,141.0,352114312.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,25,12,2002,Wednesday
641.0,tt0180093,Requiem for a Dream,2000-10-06,102.0,7390108.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6,10,2000,Friday
642.0,tt0064115,Butch Cassidy and the Sundance Kid,1969-01-15,111.0,102308889.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,15,1,1969,Wednesday
643.0,tt0015648,Броненосец Потёмкин,1925-12-24,75.0,45100.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,24,12,1925,Thursday
644.0,tt0212720,A.I. Artificial Intelligence,2001-06-29,146.0,235926552.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,29,6,2001,Friday
646.0,tt0055928,Dr. No,1962-10-07,110.0,59600000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,7,10,1962,Sunday
647.0,tt0385700,Final Fantasy VII: Advent Children,2005-07-14,101.0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,14,7,2005,Thursday
648.0,tt0038348,La Belle et la Bête,1946-10-29,96.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3,29,10,1946,Tuesday
649.0,tt0061395,Belle de jour,1967-05-24,101.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,24,5,1967,Wednesday
650.0,tt0101507,Boyz n the Hood,1991-07-12,112.0,57504069.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,12,7,1991,Friday
651.0,tt0066026,M*A*S*H,1970-02-18,116.0,81600000.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,18,2,1970,Wednesday
652.0,tt0332452,Troy,2004-05-03,163.0,497409852.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,3,5,2004,Monday
653.0,tt0013442,"Nosferatu, eine Symphonie des Grauens",1922-02-16,94.0,19054.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,16,2,1922,Thursday
654.0,tt0047296,On the Waterfront,1954-06-22,108.0,9600000.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,22,6,1954,Tuesday
655.0,tt0087884,"Paris, Texas",1984-08-23,145.0,2181987.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,23,8,1984,Thursday
657.0,tt0057076,From Russia with Love,1963-10-10,115.0,78898765.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,10,10,1963,Thursday
658.0,tt0058150,Goldfinger,1964-09-20,110.0,124881062.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,20,9,1964,Sunday
659.0,tt0078875,Die Blechtrommel,1979-05-02,162.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,2,5,1979,Wednesday
660.0,tt0059800,Thunderball,1965-12-11,130.0,141195658.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,11,12,1965,Saturday
661.0,tt0079095,Die Ehe der Maria Braun,1979-03-23,120.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,23,3,1979,Friday
662.0,tt0056119,La Jetée,1962-02-16,28.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,16,2,1962,Friday
663.0,tt0890870,Saw IV,2007-10-25,96.0,139352633.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,25,10,2007,Thursday
664.0,tt0117998,Twister,1996-05-10,113.0,494471524.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,1996,Friday
665.0,tt0052618,Ben-Hur,1959-11-18,222.0,164000000.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,18,11,1959,Wednesday
666.0,tt0140888,Central do Brasil,1998-11-20,110.0,5596708.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,11,1998,Friday
667.0,tt0062512,You Only Live Twice,1967-06-13,117.0,111584787.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,13,6,1967,Tuesday
668.0,tt0064757,On Her Majesty's Secret Service,1969-12-12,142.0,81974493.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,12,12,1969,Friday
669.0,tt0013427,Nanook of the North,1922-06-11,79.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,6,1922,Sunday
670.0,tt0364569,올드보이,2003-11-21,120.0,15194593.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4,21,11,2003,Friday
671.0,tt0241527,Harry Potter and the Philosopher's Stone,2001-11-16,152.0,976475550.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,16,11,2001,Friday
672.0,tt0295297,Harry Potter and the Chamber of Secrets,2002-11-13,161.0,876688482.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,13,11,2002,Wednesday
673.0,tt0304141,Harry Potter and the Prisoner of Azkaban,2004-05-31,141.0,789804554.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,31,5,2004,Monday
674.0,tt0330373,Harry Potter and the Goblet of Fire,2005-11-16,157.0,895921036.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,16,11,2005,Wednesday
